Timestamp,socmedInterest,mostUsedSocmed,Age,Gender,occupation,monthlyIncome,residence,device,internet,activeSocmed,socmedRate,picPost,vidPost,picLike,vidLike,comment,story,shareVid,"watchVidAvg
",interactionTime
11/23/2023 12:42:13,Yes,TikTok,20,Male,Employee,300000000,Labuan point,Smart tv,Wifi jiran,5,5,5,1,2,3,5,1,3,Less than 5 min,6:00 a.m - 12:00 p.m
11/23/2023 12:47:01,Yes,TikTok,20,Female,Student,0,hostel,Smartphone,Wifi,4,4,3,2,5,5,3,4,4,Less than 5 min,6:00 p.m - 12:00 a.m
11/23/2023 13:03:06,Yes,TikTok,24,Male,Student,student but my income around 3-4k ,rental house,Smartphone,Wifi,5,5,1,1,3,3,1,1,1,More than 5 min,12:00 p.m - 6:00 p.m
11/23/2023 13:14:56,Yes,TikTok,18,Female,Student,0,hostel,Smartphone,Cellular Data,3,4,2,2,2,2,1,3,2,More than 5 min,6:00 p.m - 12:00 a.m
11/23/2023 13:38:53,Yes,Instagram,21,Female,Student,0,Hostel,Smartphone,Cellular Data,3,3,1,1,4,4,2,4,5,Less than 5 min,6:00 p.m - 12:00 a.m
11/23/2023 16:35:26,Yes,Whatsapp,20,Female,Student,0,Hostel,Smartphone,Wifi,3,4,2,1,4,4,1,2,3,Less than 5 min,6:00 p.m - 12:00 a.m
11/24/2023 20:20:27,Yes,TikTok,18,Female,Student,0,college,Smartphone,Cellular Data,5,4,4,4,5,5,3,5,5,More than 5 min,12:00 p.m - 6:00 p.m
11/24/2023 20:21:52,Yes,Twitter,20,Male,Student,0,Hostel,Smartphone,Wifi,5,3,4,2,5,5,2,5,4,Less than 5 min,6:00 p.m - 12:00 a.m
11/24/2023 20:22:32,Yes,Instagram,22,Male,Student,0,Hostel,Smartphone,Wifi,5,4,2,2,3,4,2,4,5,More than 5 min,12:00 p.m - 6:00 p.m
11/24/2023 20:24:11,Yes,Instagram,18,Male,Student,100,hostel,Smartphone,Cellular Data,4,4,3,3,2,2,2,3,3,Less than 5 min,6:00 p.m - 12:00 a.m
11/24/2023 20:25:05,Yes,Whatsapp,19,Male,Student,0,hostel,Smartphone,Wifi,5,5,2,1,5,5,2,4,5,More than 5 min,12:00 p.m - 6:00 p.m
11/24/2023 20:28:09,No,Instagram,19,Male,Student,0,hostel,Smartphone,Cellular Data,3,2,2,2,2,3,3,4,2,More than 5 min,12:00 p.m - 6:00 p.m
11/24/2023 20:28:43,Yes,Whatsapp,24,Male,Student,0,rental,Smartphone,Wifi,3,4,2,1,2,2,2,2,2,More than 5 min,6:00 p.m - 12:00 a.m
11/24/2023 20:30:05,Yes,TikTok,18,Male,Student,0,hostel,Smartphone,Wifi,4,4,3,3,3,3,3,3,4,Less than 5 min,6:00 a.m - 12:00 p.m
11/24/2023 20:32:18,Yes,Instagram,18,Male,Student,50,house,Smartphone,Cellular Data,4,5,2,1,5,5,2,5,3,Less than 5 min,6:00 p.m - 12:00 a.m
11/24/2023 20:39:23,Yes,TikTok,22 years old,Male,Unemployee,0,House,Smartphone,Wifi,5,3,3,2,3,3,5,3,5,More than 5 min,6:00 a.m - 12:00 p.m
11/24/2023 20:43:35,Yes,TikTok,22,Female,Student,0,hostel,Smartphone,Cellular Data,5,4,2,2,4,5,1,2,3,Less than 5 min,12:00 a.m - 6:00 a.m
11/24/2023 20:43:35,Yes,Instagram,20,Male,Student,0,house,Smartphone,Cellular Data,5,4,3,3,4,3,3,3,3,Less than 5 min,12:00 p.m - 6:00 p.m
11/24/2023 20:44:49,Yes,Instagram,22,Female,Student,0,Hostel,Smartphone,Cellular Data,4,4,2,2,3,3,2,3,5,Less than 5 min,6:00 p.m - 12:00 a.m
11/24/2023 20:44:59,Yes,Facebook ,22,Male,Employee,2600,House,Smartphone,Wifi,4,3,1,1,1,1,1,1,3,Less than 5 min,12:00 a.m - 6:00 a.m
11/24/2023 20:46:33,Yes,Whatsapp,22,Male,Unemployee,0,Rental house,Smartphone,Wifi,5,5,1,3,5,5,5,3,5,More than 5 min,12:00 p.m - 6:00 p.m
11/24/2023 20:48:22,Yes,TikTok,21,Female,Student,0,hostel,Smartphone,Wifi,3,3,3,3,3,3,3,3,3,More than 5 min,12:00 p.m - 6:00 p.m
11/24/2023 20:53:04,Yes,Whatsapp,21,Male,Student,0,House,Smartphone,Wifi,4,3,3,2,2,3,1,3,2,Less than 5 min,6:00 p.m - 12:00 a.m
11/24/2023 20:54:08,Yes,TikTok,21,Male,Employee,1.5k,House,Smartphone,Wifi,4,4,2,2,3,4,3,2,4,Less than 5 min,6:00 a.m - 12:00 p.m
11/24/2023 20:55:47,Yes,Whatsapp,25,Male,Student,0,hostel,Smartphone,Wifi,3,3,2,2,5,5,1,2,2,Less than 5 min,12:00 p.m - 6:00 p.m
11/24/2023 21:02:42,Yes,TikTok,22,Female,Student,0,Hostel,Smartphone,Cellular Data,4,4,3,3,4,3,2,3,2,Less than 5 min,6:00 a.m - 12:00 p.m
11/24/2023 21:11:41,Yes,Whatsapp,21,Female,Student,0,Hostel,Smartphone,Cellular Data,4,4,2,2,5,5,3,4,4,More than 5 min,6:00 p.m - 12:00 a.m
11/24/2023 21:12:45,Yes,TikTok,24,Male,Student,1800,Rental house,Smartphone,Wifi,4,5,3,2,4,4,3,2,2,Less than 5 min,12:00 p.m - 6:00 p.m
11/24/2023 21:16:30,Yes,TikTok,22,Female,Student,0,house,Smartphone,Wifi,4,3,2,2,4,4,3,1,3,More than 5 min,12:00 p.m - 6:00 p.m
11/24/2023 21:16:34,Yes,Whatsapp,20,Female,Student,0,Selangor,Smartphone,Wifi Jiran,1,1,1,1,1,1,1,1,1,More than 5 min,12:00 a.m - 6:00 a.m
11/24/2023 21:17:35,Yes,Whatsapp,22,Male,Student,0,Rental house,Smartphone,Cellular Data,5,3,1,1,3,3,1,1,1,More than 5 min,6:00 p.m - 12:00 a.m
11/24/2023 21:19:08,Yes,Instagram,22,Male,Student,0,Hostel,Smartphone,Cellular Data,5,5,3,3,4,4,2,4,5,More than 5 min,12:00 p.m - 6:00 p.m
11/24/2023 21:38:03,Yes,Whatsapp,22,Female,Student,0,Hostel,Smartphone,Cellular Data,5,5,3,3,4,4,3,3,3,Less than 5 min,6:00 p.m - 12:00 a.m
11/24/2023 21:46:31,Yes,TikTok,21,Female,Student,0,house,Smartphone,Cellular Data,4,4,1,3,2,2,1,3,5,Less than 5 min,12:00 a.m - 6:00 a.m
11/24/2023 21:50:00,Yes,TikTok,22,Female,Student,0,Hostel,Smartphone,Wifi,4,3,3,2,4,4,2,3,3,Less than 5 min,12:00 p.m - 6:00 p.m
11/24/2023 22:01:35,Yes,TikTok,21,Female,Employee,Rm 1500,House,Smartphone,Cellular Data,5,4,3,2,4,4,2,4,2,More than 5 min,12:00 p.m - 6:00 p.m
11/24/2023 22:57:14,Yes,TikTok,22,Female,Employee,2200,House,Smartphone,Wifi,4,3,4,2,4,5,1,5,4,Less than 5 min,12:00 p.m - 6:00 p.m
11/24/2023 23:53:37,No,TikTok,22,Female,Student,0,Hostel,Smartphone,Cellular Data,2,4,2,1,1,3,1,1,3,Less than 5 min,12:00 a.m - 6:00 a.m
11/24/2023 23:55:14,Yes,TikTok,22,Female,Student,0,Hostel,Smartphone,Cellular Data,5,5,3,2,5,5,5,5,5,More than 5 min,12:00 p.m - 6:00 p.m
11/25/2023 0:25:28,Yes,TikTok,22,Female,Student,0,Rental,Smartphone,Cellular Data,5,4,2,2,3,3,1,2,1,More than 5 min,12:00 p.m - 6:00 p.m
11/25/2023 0:30:41,Yes,Whatsapp,22,Male,Student,0,hostel,Smartphone,Cellular Data,4,4,2,1,4,4,1,2,2,More than 5 min,12:00 p.m - 6:00 p.m
11/25/2023 0:34:36,Yes,Twitter,16,Female,Student,2500,taman selasih,Smartphone,Wifi Jiran,5,5,2,2,5,5,3,3,3,Less than 5 min,6:00 p.m - 12:00 a.m
11/25/2023 1:01:59,Yes,Whatsapp,22,Male,Unemployee,0,Rental house,Laptop,Wifi,2,1,1,1,3,3,2,1,1,More than 5 min,12:00 a.m - 6:00 a.m
11/25/2023 1:22:44,Yes,Instagram,25,Male,Student,0,college,Smartphone,Cellular Data,3,3,2,2,4,4,3,3,3,Less than 5 min,6:00 p.m - 12:00 a.m
11/25/2023 2:02:56,Yes,TikTok,22 years old! Still young and beautiful *wink,Female,Student,0,Rental house,Smartphone,Wifi,3,4,3,2,2,2,3,3,5,More than 5 min,6:00 p.m - 12:00 a.m
11/25/2023 2:12:25,No,Instagram,22,Male,Employee,2500,Cameron,Smartphone,Cellular Data,3,3,2,1,5,5,3,4,3,Less than 5 min,6:00 a.m - 12:00 p.m
11/25/2023 2:14:16,Yes,Whatsapp,22,Male,Student,0,Rental house,Both option,Wifi,2,3,2,2,3,3,2,1,4,More than 5 min,12:00 p.m - 6:00 p.m
11/25/2023 3:22:15,No,Instagram,23,Male,Student,500,House,Smartphone,Wifi,5,1,2,1,4,1,3,2,1,Less than 5 min,12:00 p.m - 6:00 p.m
11/25/2023 4:11:25,Yes,Instagram,22,Male,Student,0,House ,Smartphone,Wifi,5,2,2,1,3,2,1,1,1,More than 5 min,12:00 p.m - 6:00 p.m
11/25/2023 4:16:20,Yes,TikTok,22,Male,Student,0,Home,Smartphone,Wifi,4,4,2,2,2,2,2,2,2,More than 5 min,6:00 p.m - 12:00 a.m
11/25/2023 7:39:23,Yes,TikTok,22,Male,Employee,1900,parent’s house,Smartphone,Wifi,4,4,2,2,3,4,2,2,4,Less than 5 min,6:00 a.m - 12:00 p.m
11/25/2023 8:47:33,Yes,TikTok,20,Male,Student,800,home,Smartphone,Wifi,4,3,1,1,2,2,2,2,2,More than 5 min,12:00 a.m - 6:00 a.m
11/25/2023 9:38:15,Yes,TikTok,21,Male,Student,0,Hostel,Smartphone,Cellular Data,3,3,2,2,4,4,1,4,3,More than 5 min,6:00 p.m - 12:00 a.m
11/25/2023 9:42:50,Yes,TikTok,21,Female,Student,0,House,Smartphone,Wifi,5,5,4,4,5,3,2,4,2,More than 5 min,6:00 a.m - 12:00 p.m
11/25/2023 11:02:25,Yes,TikTok,22,Female,Student,0,Hostel,Smartphone,Wifi,4,3,3,3,2,2,1,3,3,Less than 5 min,6:00 p.m - 12:00 a.m
11/25/2023 12:07:23,Yes,Instagram,23,Male,Student,0,Hostel,Smartphone,Cellular Data,5,4,2,2,5,5,2,3,5,More than 5 min,6:00 p.m - 12:00 a.m
11/27/2023 5:19:44,Yes,Whatsapp,49 tahun,Female  --  Perempuan,Employee  -- Bekerja,"RM2,000",Rumah sendiri,Smartphone -- Telefon Pintar,WiFi,5,5,3,3,4,3,5,3,2,Less than 5 min  -- Kurang daripada 5 minit,6:00 a.m - 12:00 p.m
11/27/2023 5:52:17,Yes,Whatsapp,23,Female  --  Perempuan,Employee  -- Bekerja,1800,House,Smartphone -- Telefon Pintar,Cellular Data,4,2,3,3,4,4,3,2,3,Less than 5 min  -- Kurang daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 5:54:40,Yes,TikTok,39,Male  -- Lelaki,Employee  -- Bekerja,1000 ke atas,Rumah,Smartphone -- Telefon Pintar,Cellular Data,4,4,2,2,4,2,4,1,4,More than 5 min  -- Lebih daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 6:01:36,Yes,Semua sekali,47,Female  --  Perempuan,Unemployee  -- Tidak Bekerja,0,RUMAH SENDIRI,Smartphone -- Telefon Pintar,WiFi,3,3,2,1,3,3,3,1,1,Less than 5 min  -- Kurang daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 6:04:21,Yes,Whatsapp,62,Male  -- Lelaki,Unemployee  -- Tidak Bekerja,Rm500,Rumah sendiri,Smartphone -- Telefon Pintar,Cellular Data,3,5,4,3,4,4,3,3,3,Less than 5 min  -- Kurang daripada 5 minit,6:00 a.m - 12:00 p.m
11/27/2023 6:08:43,Yes,Whatsapp,62,Male  -- Lelaki,Unemployee  -- Tidak Bekerja,500,Sendiri,Smartphone -- Telefon Pintar,WiFi,5,5,4,4,4,4,5,4,4,More than 5 min  -- Lebih daripada 5 minit,6:00 a.m - 12:00 p.m
11/27/2023 6:12:18,Yes,Whatsapp,50,Female  --  Perempuan,Employee  -- Bekerja,"RM2,000",Rumah sewa,Smartphone -- Telefon Pintar,Cellular Data,4,4,3,2,4,4,2,2,3,More than 5 min  -- Lebih daripada 5 minit,6:00 a.m - 12:00 p.m
11/27/2023 6:31:42,Yes,Whatsapp,33,Female  --  Perempuan,Unemployee  -- Tidak Bekerja,0,W.P Labuan,Smartphone -- Telefon Pintar,Cellular Data,3,3,2,2,3,3,3,3,2,Less than 5 min  -- Kurang daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 6:40:04,Yes,Whatsapp,54 tahun,Female  --  Perempuan,Employee  -- Bekerja,3000,Sewa,Smartphone -- Telefon Pintar,WiFi,5,5,5,5,5,5,5,5,5,More than 5 min  -- Lebih daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 6:53:03,Yes,Whatsapp,49,Female  --  Perempuan,Unemployee  -- Tidak Bekerja,0,Rumah kampung,Smartphone -- Telefon Pintar,WiFi,3,3,1,1,2,2,2,2,2,Less than 5 min  -- Kurang daripada 5 minit,6:00 a.m - 12:00 p.m
11/27/2023 6:58:20,Yes,facebook,34,Female  --  Perempuan,Employee  -- Bekerja,3053,rumah keluarga,Smartphone -- Telefon Pintar,Cellular Data,4,4,2,3,2,2,2,2,4,More than 5 min  -- Lebih daripada 5 minit,6:00 a.m - 12:00 p.m
11/27/2023 6:58:33,Yes,Whatsapp,43,Male  -- Lelaki,Employee  -- Bekerja,4000,Rumah,Smartphone -- Telefon Pintar,Cellular Data,3,3,2,2,3,3,2,2,2,Less than 5 min  -- Kurang daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 6:59:35,Yes,Facebook,52,Male  -- Lelaki,Employee  -- Bekerja,5000,sendiri,Smartphone -- Telefon Pintar,Cellular Data,4,3,4,2,3,3,3,3,2,More than 5 min  -- Lebih daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 7:07:03,Yes,Whatsapp,33,Female  --  Perempuan,Employee  -- Bekerja,1500,RUMAH,Smartphone -- Telefon Pintar,Cellular Data,3,3,3,3,3,3,3,3,3,Less than 5 min  -- Kurang daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 7:08:40,Yes,Whatsapp,45,Female  --  Perempuan,Unemployee  -- Tidak Bekerja,0,Sewa,Smartphone -- Telefon Pintar,Cellular Data,5,5,3,2,2,2,2,2,2,Less than 5 min  -- Kurang daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 7:10:06,Yes,Whatsapp,28,Male  -- Lelaki,Employee  -- Bekerja,2300,rumah sewa,Smartphone -- Telefon Pintar,Cellular Data,4,4,2,3,2,3,2,2,3,Less than 5 min  -- Kurang daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 7:13:02,Yes,TikTok,29,Male  -- Lelaki,Employee  -- Bekerja,2000,Rumah sendiri,Smartphone -- Telefon Pintar,WiFi,5,4,1,3,4,4,3,4,4,More than 5 min  -- Lebih daripada 5 minit,6:00 a.m - 12:00 p.m
11/27/2023 7:26:07,Yes,Instagram,37,Female  --  Perempuan,Unemployee  -- Tidak Bekerja,1000,Rumah sendiri,Smartphone -- Telefon Pintar,Cellular Data,4,4,3,3,3,3,2,2,2,More than 5 min  -- Lebih daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 7:28:17,Yes,Whatsapp,26,Male  -- Lelaki,Employee  -- Bekerja,1500,Rumah,Smartphone -- Telefon Pintar,WiFi,2,5,2,2,2,2,1,1,2,Less than 5 min  -- Kurang daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 7:34:23,Yes,Whatsapp,37,Male  -- Lelaki,Employee  -- Bekerja,1000,Rumah sendiri,Smartphone -- Telefon Pintar,Cellular Data,4,4,2,2,2,2,2,3,3,More than 5 min  -- Lebih daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 7:36:36,Yes,Whatsapp,51,Male  -- Lelaki,Employee  -- Bekerja,2000,Rumah kampung,Laptop -- Komputer Riba,WiFi,2,2,2,2,2,2,2,1,2,Less than 5 min  -- Kurang daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 7:48:57,Yes,Whatsapp,28,Male  -- Lelaki,Employee  -- Bekerja,3200,Rental house,Smartphone -- Telefon Pintar,Cellular Data,4,3,2,2,2,2,3,2,3,More than 5 min  -- Lebih daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 8:02:35,Yes,Whatsapp,31,Female  --  Perempuan,Unemployee  -- Tidak Bekerja,0,rumah ibu bapa,Smartphone -- Telefon Pintar,Cellular Data,3,3,2,2,3,3,2,1,3,More than 5 min  -- Lebih daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 8:04:09,Yes,Whatsapp,34,Female  --  Perempuan,Employee  -- Bekerja,"RM1,500",Rumah Sewa,Smartphone -- Telefon Pintar,Cellular Data,4,3,3,2,3,3,2,2,2,More than 5 min  -- Lebih daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 8:28:43,Yes,Whatsapp,58thn,Male  -- Lelaki,Employee  -- Bekerja,Rm6000,Rmh sendiri,Smartphone -- Telefon Pintar,Cellular Data,5,5,4,4,4,4,3,4,3,Less than 5 min  -- Kurang daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 9:00:59,Yes,Whatsapp,31,Female  --  Perempuan,Unemployee  -- Tidak Bekerja,0,Rental house,Smartphone -- Telefon Pintar,WiFi,4,3,3,3,3,3,3,3,3,More than 5 min  -- Lebih daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 9:34:47,Yes,Whatsapp,36,Male  -- Lelaki,Employee  -- Bekerja,0,rumah,Smartphone -- Telefon Pintar,WiFi,3,4,3,2,3,3,2,2,3,More than 5 min  -- Lebih daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 9:58:14,Yes,Whatsapp,50,Male  -- Lelaki,Employee  -- Bekerja,5700,kg sg bedaun labuan,Smartphone -- Telefon Pintar,Cellular Data,4,4,2,2,3,3,3,2,3,More than 5 min  -- Lebih daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 12:39:08,Yes,TikTok,63,Male  -- Lelaki,Unemployee  -- Tidak Bekerja,"5,000.00",Sendiri,Smartphone -- Telefon Pintar,WiFi,5,4,3,2,4,4,5,3,3,More than 5 min  -- Lebih daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 12:49:51,Yes,Whatsapp,51,Male  -- Lelaki,Employee  -- Bekerja,1500,Dll,Laptop -- Komputer Riba,WiFi,2,3,2,2,2,2,2,2,2,More than 5 min  -- Lebih daripada 5 minit,6:00 a.m - 12:00 p.m
11/27/2023 12:51:32,Yes,Whatsapp,45,Female  --  Perempuan,Unemployee  -- Tidak Bekerja,0,Dll,Smartphone -- Telefon Pintar,WiFi,3,3,1,1,2,2,2,2,1,Less than 5 min  -- Kurang daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 12:52:39,Yes,Whatsapp,52,Female  --  Perempuan,Employee  -- Bekerja,10k,Rumah sendiri,Smartphone -- Telefon Pintar,WiFi,4,4,3,2,3,4,3,2,3,More than 5 min  -- Lebih daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 12:57:16,Yes,Whatsapp,57,Male  -- Lelaki,Employee  -- Bekerja,5k ,rumah sendiri,Smartphone -- Telefon Pintar,WiFi,5,4,3,3,3,3,3,3,3,More than 5 min  -- Lebih daripada 5 minit,6:00 a.m - 12:00 p.m
11/27/2023 13:06:02,Yes,Whatsapp,60,Male  -- Lelaki,Unemployee  -- Tidak Bekerja,"RM3,500.00",Rumah sendiri,Smartphone -- Telefon Pintar,WiFi,4,4,2,3,4,4,2,2,3,More than 5 min  -- Lebih daripada 5 minit,6:00 a.m - 12:00 p.m
11/27/2023 13:30:07,Yes,Whatsapp,66,Male  -- Lelaki,Unemployee  -- Tidak Bekerja,Pesara,Rumah sendiri,Smartphone -- Telefon Pintar,Cellular Data,5,5,3,2,4,4,3,2,3,More than 5 min  -- Lebih daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 13:54:45,Yes,Whatsapp,52 tahun,Male  -- Lelaki,Employee  -- Bekerja,"RM4,500",Rumah,Smartphone -- Telefon Pintar,WiFi,4,4,2,2,2,3,2,2,2,More than 5 min  -- Lebih daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 13:59:38,Yes,Whatsapp/telegram/fb,56,Male  -- Lelaki,Employee  -- Bekerja,"Rm10.000,00",Rumah,Smartphone -- Telefon Pintar,WiFi,3,4,2,2,3,3,2,2,3,Less than 5 min  -- Kurang daripada 5 minit,6:00 a.m - 12:00 p.m
11/27/2023 14:01:07,Yes,Youtube,14,Female  --  Perempuan,Student  -- Pelajar,0,Rumah saya,Smartphone -- Telefon Pintar,Cellular Data,3,4,1,1,3,5,2,3,3,More than 5 min  -- Lebih daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 14:02:44,Yes,Whatsapp,36,Male  -- Lelaki,Employee  -- Bekerja,5000,Rumah sewa,Smartphone -- Telefon Pintar,Cellular Data,3,3,3,3,3,3,3,3,3,More than 5 min  -- Lebih daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 14:07:51,No,Whatsapp,14,Female  --  Perempuan,Student  -- Pelajar,0,Lain-lain,Smartphone -- Telefon Pintar,WiFi,2,2,3,2,4,2,2,3,2,Less than 5 min  -- Kurang daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 14:09:58,Yes,Instagram,28,Male  -- Lelaki,Employee  -- Bekerja,Tidak tetap,Labuan,Smartphone -- Telefon Pintar,WiFi,5,5,3,3,3,3,3,3,3,More than 5 min  -- Lebih daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 14:13:32,Yes,Whatsapp,13,Male  -- Lelaki,Student  -- Pelajar,0,Rumah,"Teblet, smartphone",Cellular Data,2,4,2,2,2,3,4,4,3,Less than 5 min  -- Kurang daripada 5 minit,6:00 a.m - 12:00 p.m
11/27/2023 14:21:27,Yes,TikTok,15,Female  --  Perempuan,Student  -- Pelajar,0,rumah sewa,Smartphone -- Telefon Pintar,Cellular Data,5,5,2,2,4,5,2,3,3,Less than 5 min  -- Kurang daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 14:29:19,Yes,Facebook,26,Female  --  Perempuan,Employee  -- Bekerja,RM2.5k+,House,Desktop computer,WiFi,4,4,3,2,5,5,3,3,5,More than 5 min  -- Lebih daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 14:30:14,Yes,Whatsapp,13,Female  --  Perempuan,Student  -- Pelajar,0,rumah,Smartphone -- Telefon Pintar,Cellular Data,4,4,1,1,2,2,2,1,1,More than 5 min  -- Lebih daripada 5 minit,6:00 a.m - 12:00 p.m
11/27/2023 14:35:48,Yes,TikTok,15,Female  --  Perempuan,Student  -- Pelajar,0,Rumah,Smartphone -- Telefon Pintar,Cellular Data,4,4,2,2,3,3,1,2,3,More than 5 min  -- Lebih daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 14:41:31,Yes,TikTok,14,Female  --  Perempuan,Student  -- Pelajar,0,Rumah sendiri ,Smartphone -- Telefon Pintar,WiFi,3,4,3,4,3,3,2,3,3,More than 5 min  -- Lebih daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 14:41:40,Yes,Whatsapp,34,Male  -- Lelaki,Employee  -- Bekerja,Rm5000,Rumah sendiri,Smartphone -- Telefon Pintar,Cellular Data,4,4,2,2,2,2,2,2,2,More than 5 min  -- Lebih daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 14:41:56,Yes,Whatsapp,33,Female  --  Perempuan,Employee  -- Bekerja,3500,Rumah sewa,Smartphone -- Telefon Pintar,Cellular Data,2,4,2,2,4,4,4,2,2,More than 5 min  -- Lebih daripada 5 minit,6:00 a.m - 12:00 p.m
11/27/2023 14:59:46,Yes,Whatsapp,60,Male  -- Lelaki,Unemployee  -- Tidak Bekerja,"RM6,000",Rumah semdiri,Smartphone -- Telefon Pintar,Cellular Data,4,5,2,2,5,5,4,2,3,More than 5 min  -- Lebih daripada 5 minit,12:00 p.m - 6:00 p.m
11/27/2023 15:00:06,Yes,TikTok,13,Female  --  Perempuan,Student  -- Pelajar,0,Rumah sewa,Smartphone -- Telefon Pintar,Cellular Data,5,4,2,2,2,2,1,4,1,Less than 5 min  -- Kurang daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 15:29:11,No,TikTok,13 tahun,Female  --  Perempuan,Student  -- Pelajar,0,Rumah sendiri,Smartphone -- Telefon Pintar,WiFi,1,3,2,2,1,1,1,1,2,More than 5 min  -- Lebih daripada 5 minit,6:00 p.m - 12:00 a.m
11/27/2023 15:55:13,Yes,TikTok,15,Male  -- Lelaki,Employee  -- Bekerja,0,rumah,Smartphone -- Telefon Pintar,WiFi,1,1,2,2,2,2,2,2,1,More than 5 min  -- Lebih daripada 5 minit,12:00 a.m - 6:00 a.m
